"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_login_rejects_invalid_credentials","tests","2026-07-01","skipped","2026-07-01","","test_login","",""
"","0","test_germline_classification[BRAF-V600E-hg19]","tests","2026-07-01","skipped","2026-07-01","","test_germline_classification","",""
"","0","test_germline_classification[BRAF-V600E-hg38]","tests","2026-07-01","skipped","2026-07-01","","test_germline_classification","",""
"","0","test_pipeline_pass","tests","2026-07-01","passed","2026-07-01","","test_pipeline_demo","",""
"","0","test_pipeline_second_pass","tests","2026-07-01","passed","2026-07-01","","test_pipeline_demo","",""
